Strike,Moneyness,Bid,Mid,Ask,Latest,Change,%Change,Volume,"Open Int","OI Chg",IV,Delta,Type,Time
"7,755.00",-2.31%,0.05,0.10,0.15,0.05,-0.12,-70.59%,150,0,unch,11.78%,0.0048,Call,05/29/26
"7,760.00",-2.37%,0.00,0.08,0.15,0.07,-0.13,-65.00%,80,255,+232,11.72%,0.0037,Call,05/29/26
"7,765.00",-2.44%,0.00,0.05,0.10,0.05,-0.15,-75.00%,66,0,unch,11.53%,0.0026,Call,05/29/26
"7,770.00",-2.51%,0.00,0.05,0.10,0.05,-0.12,-70.59%,164,134,+127,11.81%,0.0025,Call,05/29/26
"7,775.00",-2.57%,0.00,0.05,0.10,0.05,-0.10,-66.67%,298,941,+15,12.09%,0.0025,Call,05/29/26
"7,780.00",-2.64%,0.00,0.05,0.10,0.05,-0.10,-66.67%,"4,717",210,+110,12.37%,0.0024,Call,05/29/26
"7,785.00",-2.70%,0.00,0.05,0.10,0.05,-0.06,-54.55%,25,0,unch,12.65%,0.0024,Call,05/29/26
"7,790.00",-2.77%,0.00,0.05,0.10,0.05,-0.10,-66.67%,32,84,+84,12.92%,0.0023,Call,05/29/26
"7,795.00",-2.84%,0.00,0.05,0.10,0.05,+0.05,unch,679,0,unch,13.20%,0.0023,Call,05/29/26
"7,800.00",-2.90%,0.00,0.03,0.05,0.05,-0.10,-66.67%,410,"1,079",+194,12.67%,0.0013,Call,05/29/26
"7,805.00",-2.97%,0.00,0.03,0.05,0.05,-0.05,-50.00%,"2,004",0,unch,12.93%,0.0012,Call,05/29/26
"7,810.00",-3.03%,0.00,0.00,0.00,0.05,-0.10,-66.67%,"5,073",243,+159,14.03%,0.0022,Call,05/29/26
"7,815.00",-3.10%,0.00,0.05,0.10,0.05,-0.05,-50.00%,282,0,unch,14.30%,0.0021,Call,05/29/26
"7,820.00",-3.17%,0.00,0.05,0.10,0.05,-0.06,-54.55%,94,175,+24,14.57%,0.0021,Call,05/29/26
"7,825.00",-3.23%,0.00,0.00,0.00,0.05,-0.10,-66.67%,33,113,unch,14.84%,0.0021,Call,05/29/26
"7,830.00",-3.30%,0.00,0.00,0.00,0.05,+0.05,unch,"10,122",0,unch,15.12%,0.0020,Call,05/29/26
"7,835.00",-3.36%,0.00,0.05,0.10,0.05,+0.05,unch,"5,117",0,unch,15.39%,0.0020,Call,05/29/26
"7,840.00",-3.43%,0.00,0.05,0.10,0.03,+0.03,unch,154,0,unch,15.66%,0.0020,Call,05/29/26
"7,850.00",-3.56%,0.00,0.05,0.10,0.05,-0.05,-50.00%,158,556,+37,16.20%,0.0019,Call,05/29/26
"7,860.00",-3.69%,0.00,0.00,0.00,0.05,-0.05,-50.00%,102,0,unch,16.73%,0.0018,Call,05/29/26
"7,875.00",-3.89%,0.00,0.05,0.10,0.03,-0.07,-70.00%,102,615,+4,17.54%,0.0018,Call,05/29/26
"7,900.00",-4.22%,0.00,0.03,0.05,0.05,-0.05,-50.00%,145,461,+15,17.78%,0.0009,Call,05/29/26
"7,925.00",-4.55%,0.00,0.05,0.10,0.05,-0.05,-50.00%,154,60,+2,20.17%,0.0015,Call,05/29/26
"7,950.00",-4.88%,0.00,0.03,0.05,0.05,-0.05,-50.00%,66,276,+4,20.27%,0.0008,Call,05/29/26
"7,975.00",-5.21%,0.00,0.03,0.05,0.03,-0.07,-70.00%,114,309,+2,21.50%,0.0008,Call,05/29/26
"8,000.00",-5.54%,0.00,0.03,0.05,0.05,-0.05,-50.00%,65,339,+1,22.72%,0.0007,Call,05/29/26
"8,025.00",-5.87%,0.00,0.03,0.05,0.05,-0.05,-50.00%,3,3,-14,23.93%,0.0007,Call,05/29/26
"8,050.00",-6.20%,0.00,0.03,0.05,0.05,unch,unch,4,0,unch,25.14%,0.0007,Call,05/29/26
"8,075.00",-6.53%,0.00,0.03,0.05,0.05,unch,unch,2,0,unch,26.33%,0.0006,Call,05/29/26
"8,100.00",-6.86%,0.00,0.03,0.05,0.03,-0.07,-70.00%,6,517,+10,27.52%,0.0006,Call,05/29/26
"8,200.00",-8.18%,0.00,0.03,0.05,0.05,unch,unch,0,100,+10,32.19%,0.0005,Call,05/28/26
"8,300.00",-9.50%,0.00,0.03,0.05,0.00,unch,unch,0,0,unch,36.76%,0.0005,Call,N/A
"8,400.00",-10.82%,0.00,0.03,0.05,0.05,unch,unch,2,35,+1,41.23%,0.0004,Call,05/28/26
"8,600.00",-13.46%,0.00,0.03,0.05,0.05,unch,unch,1,26,+10,49.92%,0.0003,Call,05/29/26
"8,800.00",-16.09%,0.00,0.03,0.05,0.05,unch,unch,0,42,unch,58.29%,0.0003,Call,05/26/26
"9,000.00",-18.73%,0.00,0.03,0.05,0.15,unch,unch,0,2,unch,66.40%,0.0003,Call,N/A
"9,200.00",-21.37%,0.00,0.03,0.05,0.05,unch,unch,0,75,unch,74.25%,0.0002,Call,05/26/26
"9,400.00",-24.01%,0.00,0.03,0.05,0.05,unch,unch,0,1,unch,81.87%,0.0002,Call,05/11/26
"9,600.00",-26.65%,0.00,0.03,0.05,0.05,unch,unch,0,1,+1,89.28%,0.0002,Call,05/28/26
"9,800.00",-29.29%,0.00,0.03,0.05,0.00,unch,unch,0,0,unch,96.49%,0.0002,Call,N/A
"3,000.00",-60.42%,0.00,0.03,0.05,0.05,unch,unch,0,34,unch,334.01%,-0.0001,Put,05/20/26
"3,200.00",-57.78%,0.00,0.03,0.05,0.15,unch,unch,0,104,unch,311.49%,-0.0001,Put,N/A
"3,400.00",-55.15%,0.00,0.03,0.05,0.40,unch,unch,0,5,unch,290.33%,-0.0001,Put,N/A
"3,600.00",-52.51%,0.00,0.03,0.05,0.10,unch,unch,0,106,unch,270.36%,-0.0001,Put,05/13/26
"3,800.00",-49.87%,0.00,0.03,0.05,0.12,unch,unch,0,115,unch,251.46%,-0.0001,Put,05/12/26
"4,000.00",-47.23%,0.00,0.03,0.05,0.10,unch,unch,0,105,unch,233.52%,-0.0001,Put,05/15/26
"4,200.00",-44.59%,0.00,0.03,0.05,0.05,unch,unch,0,28,unch,216.42%,-0.0001,Put,05/22/26
"4,400.00",-41.95%,0.00,0.03,0.05,0.10,unch,unch,0,15,unch,200.09%,-0.0001,Put,05/14/26
"4,600.00",-39.31%,0.00,0.03,0.05,0.05,unch,unch,0,222,unch,184.46%,-0.0001,Put,05/20/26
"4,800.00",-36.68%,0.00,0.03,0.05,0.05,unch,unch,0,"1,137",unch,169.47%,-0.0001,Put,05/22/26
"5,000.00",-34.04%,0.00,0.03,0.05,0.03,unch,unch,0,272,unch,155.04%,-0.0001,Put,05/26/26
"5,200.00",-31.40%,0.00,0.03,0.05,0.05,unch,unch,0,610,unch,141.14%,-0.0001,Put,05/22/26
"5,400.00",-28.76%,0.00,0.03,0.05,0.03,+0.03,unch,1,434,unch,127.72%,-0.0001,Put,05/29/26
"5,600.00",-26.12%,0.00,0.03,0.05,0.03,unch,unch,1,"1,672",unch,114.73%,-0.0002,Put,05/29/26
"5,700.00",-24.80%,0.00,0.03,0.05,0.05,unch,unch,2,"1,554",unch,108.39%,-0.0002,Put,05/29/26
"5,800.00",-23.48%,0.00,0.03,0.05,0.05,unch,unch,0,"1,174",unch,102.15%,-0.0002,Put,05/28/26
"5,900.00",-22.16%,0.00,0.03,0.05,0.05,unch,unch,0,880,unch,95.99%,-0.0002,Put,05/27/26
"6,000.00",-20.84%,0.00,0.03,0.05,0.05,unch,unch,0,"4,267",unch,89.92%,-0.0002,Put,05/28/26
"6,100.00",-19.53%,0.00,0.03,0.05,0.05,unch,unch,0,566,unch,83.93%,-0.0002,Put,05/28/26
"6,150.00",-18.87%,0.00,0.03,0.05,0.05,unch,unch,0,79,unch,80.97%,-0.0002,Put,05/27/26
"6,175.00",-18.54%,0.00,0.03,0.05,0.05,unch,unch,0,"1,033",+897,79.49%,-0.0002,Put,05/28/26
"6,200.00",-18.21%,0.00,0.03,0.05,0.05,unch,unch,0,"2,763","+1,899",78.02%,-0.0002,Put,05/28/26
"6,225.00",-17.88%,0.00,0.03,0.05,0.10,unch,unch,0,538,+276,76.55%,-0.0002,Put,05/28/26
"6,250.00",-17.55%,0.00,0.03,0.05,0.05,unch,unch,0,299,+206,75.09%,-0.0002,Put,05/28/26
"6,275.00",-17.22%,0.00,0.03,0.05,0.05,unch,unch,0,243,+217,73.63%,-0.0002,Put,05/28/26
"6,300.00",-16.89%,0.00,0.03,0.05,0.05,unch,unch,0,"1,341",+224,72.18%,-0.0002,Put,05/28/26
"6,325.00",-16.56%,0.00,0.03,0.05,0.05,unch,unch,50,"1,190",+106,70.73%,-0.0002,Put,05/29/26
"6,350.00",-16.23%,0.00,0.03,0.05,0.05,unch,unch,0,"1,469",+32,69.29%,-0.0003,Put,05/28/26
"6,375.00",-15.90%,0.00,0.03,0.05,0.05,unch,unch,6,142,unch,67.85%,-0.0003,Put,05/29/26
"6,400.00",-15.57%,0.00,0.03,0.05,0.05,unch,unch,490,"10,654",+80,66.41%,-0.0003,Put,05/29/26
"6,425.00",-15.24%,0.00,0.03,0.05,0.12,unch,unch,0,128,unch,64.98%,-0.0003,Put,05/27/26
"6,450.00",-14.91%,0.00,0.03,0.05,0.05,unch,unch,78,439,unch,63.55%,-0.0003,Put,05/29/26
"6,475.00",-14.58%,0.00,0.03,0.05,0.05,+0.05,unch,185,775,unch,62.12%,-0.0003,Put,05/29/26
"6,500.00",-14.25%,0.00,0.03,0.05,0.05,-0.05,-50.00%,896,"1,821",+27,60.70%,-0.0003,Put,05/29/26
"6,525.00",-13.92%,0.00,0.03,0.05,0.03,-0.07,-70.00%,22,412,+40,59.28%,-0.0003,Put,05/29/26
"6,550.00",-13.59%,0.00,0.03,0.05,0.05,-0.05,-50.00%,249,363,+2,57.87%,-0.0003,Put,05/29/26
"6,575.00",-13.26%,0.00,0.03,0.05,0.05,-0.01,-16.67%,127,149,unch,56.46%,-0.0003,Put,05/29/26
"6,600.00",-12.93%,0.00,0.03,0.05,0.05,-0.05,-50.00%,196,397,+4,55.05%,-0.0003,Put,05/29/26
"6,625.00",-12.60%,0.00,0.03,0.05,0.05,unch,unch,27,99,unch,53.65%,-0.0003,Put,05/29/26
"6,650.00",-12.27%,0.00,0.03,0.05,0.05,-0.07,-58.33%,260,387,+14,52.25%,-0.0003,Put,05/29/26
"6,675.00",-11.94%,0.00,0.03,0.05,0.05,+0.05,unch,66,506,unch,50.85%,-0.0003,Put,05/29/26
"6,700.00",-11.61%,0.00,0.03,0.05,0.05,-0.10,-66.67%,533,316,+2,49.46%,-0.0003,Put,05/29/26
"6,725.00",-11.28%,0.00,0.03,0.05,0.05,-0.07,-58.33%,22,162,-2,48.06%,-0.0004,Put,05/29/26
"6,750.00",-10.95%,0.00,0.05,0.10,0.03,-0.12,-80.00%,3,193,+3,49.16%,-0.0007,Put,05/29/26
"6,775.00",-10.62%,0.00,0.05,0.10,0.05,-0.10,-66.67%,102,158,-2,47.71%,-0.0007,Put,05/29/26
"6,800.00",-10.29%,0.00,0.05,0.10,0.05,-0.10,-66.67%,818,496,+10,46.26%,-0.0007,Put,05/29/26
"6,825.00",-9.96%,0.00,0.05,0.10,0.05,-0.12,-70.59%,206,125,+6,44.82%,-0.0007,Put,05/29/26
"6,850.00",-9.63%,0.00,0.05,0.10,0.05,-0.15,-75.00%,613,284,+4,43.37%,-0.0008,Put,05/29/26
"6,875.00",-9.30%,0.00,0.05,0.10,0.10,-0.09,-47.37%,378,248,-1,41.93%,-0.0008,Put,05/29/26
"6,900.00",-8.97%,0.05,0.08,0.10,0.10,-0.12,-54.55%,725,"1,270",-49,41.87%,-0.0011,Put,05/29/26
"6,910.00",-8.84%,0.00,0.05,0.10,0.10,unch,unch,124,74,unch,39.92%,-0.0008,Put,05/29/26
"6,920.00",-8.71%,0.00,0.05,0.10,0.10,-0.12,-54.55%,100,79,+6,39.34%,-0.0008,Put,05/29/26
"6,925.00",-8.64%,0.00,0.05,0.10,0.05,-0.19,-79.17%,775,280,-8,39.06%,-0.0008,Put,05/29/26
"6,930.00",-8.58%,0.00,0.05,0.10,0.10,-0.15,-60.00%,14,146,+100,38.77%,-0.0008,Put,05/29/26
"6,940.00",-8.44%,0.00,0.05,0.10,0.10,-0.13,-56.52%,60,27,unch,38.19%,-0.0008,Put,05/29/26
"6,950.00",-8.31%,0.00,0.05,0.10,0.15,-0.10,-40.00%,376,151,-9,37.62%,-0.0009,Put,05/29/26
"6,960.00",-8.18%,0.00,0.05,0.10,0.15,-0.15,-50.00%,62,118,+1,37.04%,-0.0009,Put,05/29/26
"6,970.00",-8.05%,0.00,0.05,0.10,0.07,-0.23,-76.67%,32,99,+3,36.47%,-0.0009,Put,05/29/26
"6,975.00",-7.98%,0.05,0.08,0.10,0.10,-0.15,-60.00%,78,337,+250,37.43%,-0.0013,Put,05/29/26
"6,980.00",-7.92%,0.05,0.08,0.10,0.15,unch,unch,126,245,unch,37.14%,-0.0013,Put,05/29/26
"6,990.00",-7.78%,0.05,0.08,0.10,0.10,-0.18,-64.29%,100,74,-1,36.55%,-0.0013,Put,05/29/26
"7,000.00",-7.65%,0.05,0.08,0.10,0.10,-0.15,-60.00%,"1,206","4,268",+47,35.96%,-0.0013,Put,05/29/26
"7,010.00",-7.52%,0.05,0.10,0.15,0.10,-0.15,-60.00%,375,"2,974",+62,36.28%,-0.0017,Put,05/29/26
"7,020.00",-7.39%,0.05,0.10,0.15,0.07,-0.23,-76.67%,"1,664",57,unch,35.67%,-0.0017,Put,05/29/26
"7,025.00",-7.32%,0.05,0.10,0.15,0.10,-0.20,-66.67%,290,600,+1,35.37%,-0.0017,Put,05/29/26
"7,030.00",-7.26%,0.05,0.10,0.15,0.10,-0.20,-66.67%,200,97,+1,35.07%,-0.0017,Put,05/29/26
"7,040.00",-7.12%,0.05,0.10,0.15,0.10,-0.20,-66.67%,89,93,-1,34.47%,-0.0018,Put,05/29/26
"7,050.00",-6.99%,0.10,0.13,0.15,0.10,-0.25,-71.43%,630,911,+13,34.57%,-0.0022,Put,05/29/26
"7,055.00",-6.93%,0.05,0.10,0.15,0.10,-0.20,-66.67%,78,83,+4,33.56%,-0.0018,Put,05/29/26
"7,060.00",-6.86%,0.05,0.10,0.15,0.12,-0.18,-60.00%,148,95,+20,33.26%,-0.0018,Put,05/29/26
"7,065.00",-6.79%,0.05,0.10,0.15,0.10,-0.20,-66.67%,140,23,+4,32.96%,-0.0018,Put,05/29/26
"7,070.00",-6.73%,0.05,0.10,0.15,0.10,-0.31,-75.61%,369,158,+6,32.66%,-0.0019,Put,05/29/26
"7,075.00",-6.66%,0.05,0.10,0.15,0.10,-0.25,-71.43%,430,435,-3,32.36%,-0.0019,Put,05/29/26
"7,080.00",-6.60%,0.05,0.10,0.15,0.15,-0.22,-59.46%,197,104,+12,32.06%,-0.0019,Put,05/29/26
"7,085.00",-6.53%,0.05,0.10,0.15,0.15,-0.20,-57.14%,269,80,unch,31.76%,-0.0019,Put,05/29/26
"7,090.00",-6.47%,0.05,0.10,0.15,0.10,-0.25,-71.43%,218,492,+128,31.45%,-0.0019,Put,05/29/26
"7,095.00",-6.40%,0.05,0.10,0.15,0.20,-0.15,-42.86%,117,69,+12,31.15%,-0.0019,Put,05/29/26
"7,100.00",-6.33%,0.05,0.10,0.15,0.10,-0.25,-71.43%,593,"2,063",+54,30.85%,-0.0020,Put,05/29/26
"7,105.00",-6.27%,0.10,0.13,0.15,0.10,-0.25,-71.43%,31,120,+77,31.20%,-0.0024,Put,05/29/26
"7,110.00",-6.20%,0.10,0.13,0.15,0.10,-0.30,-75.00%,365,94,+9,30.89%,-0.0024,Put,05/29/26
"7,115.00",-6.14%,0.10,0.15,0.20,0.10,-0.35,-77.78%,553,120,+73,31.13%,-0.0028,Put,05/29/26
"7,120.00",-6.07%,0.10,0.15,0.20,0.15,-0.25,-62.50%,151,"3,368","+1,060",30.82%,-0.0029,Put,05/29/26
"7,125.00",-6.00%,0.10,0.15,0.20,0.15,-0.25,-62.50%,483,317,+3,30.51%,-0.0029,Put,05/29/26
"7,130.00",-5.94%,0.10,0.15,0.20,0.15,-0.20,-57.14%,142,76,-5,30.20%,-0.0029,Put,05/29/26
"7,135.00",-5.87%,0.10,0.15,0.20,0.10,-0.32,-76.19%,222,109,+59,29.89%,-0.0029,Put,05/29/26
"7,140.00",-5.81%,0.10,0.15,0.20,0.15,-0.25,-62.50%,132,138,+15,29.57%,-0.0030,Put,05/29/26
"7,145.00",-5.74%,0.10,0.15,0.20,0.10,-0.35,-77.78%,76,189,+17,29.26%,-0.0030,Put,05/29/26
"7,150.00",-5.67%,0.10,0.15,0.20,0.15,-0.25,-62.50%,271,890,+10,28.95%,-0.0030,Put,05/29/26
"7,155.00",-5.61%,0.10,0.15,0.20,0.15,-0.25,-62.50%,190,77,+6,28.64%,-0.0031,Put,05/29/26
"7,160.00",-5.54%,0.10,0.15,0.20,0.15,-0.25,-62.50%,136,177,-1,28.33%,-0.0031,Put,05/29/26
"7,165.00",-5.48%,0.10,0.15,0.20,0.15,-0.32,-68.09%,397,73,-4,28.01%,-0.0031,Put,05/29/26
"7,170.00",-5.41%,0.10,0.15,0.20,0.15,-0.35,-70.00%,144,247,+18,27.70%,-0.0032,Put,05/29/26
"7,175.00",-5.34%,0.10,0.15,0.20,0.15,-0.35,-70.00%,265,893,+9,27.39%,-0.0032,Put,05/29/26
"7,180.00",-5.28%,0.10,0.15,0.20,0.15,-0.30,-66.67%,74,402,-2,27.08%,-0.0032,Put,05/29/26
"7,185.00",-5.21%,0.10,0.15,0.20,0.15,-0.35,-70.00%,59,64,+1,26.76%,-0.0033,Put,05/29/26
"7,190.00",-5.15%,0.15,0.18,0.20,0.15,-0.30,-66.67%,140,278,+35,26.87%,-0.0037,Put,05/29/26
"7,195.00",-5.08%,0.15,0.20,0.25,0.15,-0.30,-66.67%,451,54,+7,26.93%,-0.0042,Put,05/29/26
"7,200.00",-5.01%,0.15,0.20,0.25,0.20,-0.41,-67.21%,931,"1,603",+179,26.61%,-0.0043,Put,05/29/26
"7,205.00",-4.95%,0.15,0.20,0.25,0.20,-0.30,-60.00%,360,171,-3,26.29%,-0.0043,Put,05/29/26
"7,210.00",-4.88%,0.15,0.20,0.25,0.20,-0.30,-60.00%,332,167,+2,25.97%,-0.0044,Put,05/29/26
"7,215.00",-4.82%,0.15,0.20,0.25,0.20,-0.30,-60.00%,268,70,+1,25.65%,-0.0044,Put,05/29/26
"7,220.00",-4.75%,0.15,0.20,0.25,0.20,-0.30,-60.00%,91,257,+10,25.33%,-0.0045,Put,05/29/26
"7,225.00",-4.68%,0.15,0.20,0.25,0.20,-0.40,-66.67%,674,635,+48,25.01%,-0.0045,Put,05/29/26
"7,230.00",-4.62%,0.15,0.20,0.25,0.20,-0.42,-67.74%,274,588,+58,24.68%,-0.0046,Put,05/29/26
"7,235.00",-4.55%,0.15,0.20,0.25,0.25,-0.30,-54.55%,306,174,unch,24.36%,-0.0046,Put,05/29/26
"7,240.00",-4.49%,0.15,0.20,0.25,0.25,-0.40,-61.54%,149,253,+54,24.04%,-0.0047,Put,05/29/26
"7,245.00",-4.42%,0.15,0.20,0.25,0.20,-0.36,-64.29%,337,356,+152,23.72%,-0.0047,Put,05/29/26
"7,250.00",-4.35%,0.20,0.25,0.30,0.25,-0.50,-66.67%,"12,613","2,524","+1,443",23.98%,-0.0058,Put,05/29/26
"7,255.00",-4.29%,0.20,0.25,0.30,0.25,-0.40,-61.54%,82,158,+100,23.66%,-0.0058,Put,05/29/26
"7,260.00",-4.22%,0.20,0.25,0.30,0.25,-0.40,-61.54%,611,329,+83,23.33%,-0.0059,Put,05/29/26
"7,265.00",-4.16%,0.20,0.25,0.30,0.25,-0.37,-59.68%,820,151,+54,23.00%,-0.0060,Put,05/29/26
"7,270.00",-4.09%,0.20,0.25,0.30,0.30,-0.45,-60.00%,176,496,+187,22.67%,-0.0061,Put,05/29/26
"7,275.00",-4.02%,0.20,0.25,0.30,0.30,-0.55,-64.71%,"8,802","2,145","+1,334",22.34%,-0.0061,Put,05/29/26
"7,280.00",-3.96%,0.20,0.25,0.30,0.30,-0.40,-57.14%,"5,190","2,620","-3,685",22.01%,-0.0062,Put,05/29/26
"7,285.00",-3.89%,0.20,0.25,0.30,0.30,-0.40,-57.14%,232,190,+7,21.68%,-0.0063,Put,05/29/26
"7,290.00",-3.83%,0.20,0.28,0.35,0.30,-0.40,-57.14%,137,"2,537","-3,593",21.58%,-0.0069,Put,05/29/26
"7,295.00",-3.76%,0.25,0.30,0.35,0.30,-0.45,-60.00%,491,465,+9,21.47%,-0.0075,Put,05/29/26
"7,300.00",-3.69%,0.25,0.30,0.35,0.30,-0.45,-60.00%,"3,195","1,727",+393,21.13%,-0.0076,Put,05/29/26
"7,305.00",-3.63%,0.25,0.30,0.35,0.35,-0.70,-66.67%,379,388,+14,20.80%,-0.0077,Put,05/29/26
"7,310.00",-3.56%,0.25,0.30,0.35,0.35,-0.55,-61.11%,503,558,-26,20.46%,-0.0079,Put,05/29/26
"7,315.00",-3.50%,0.25,0.30,0.35,0.35,-0.60,-63.16%,"1,395",406,+160,20.12%,-0.0080,Put,05/29/26
"7,320.00",-3.43%,0.25,0.33,0.40,0.40,-0.65,-61.90%,617,800,-31,19.98%,-0.0086,Put,05/29/26
"7,325.00",-3.36%,0.30,0.35,0.40,0.40,-0.70,-63.64%,904,709,-33,19.82%,-0.0093,Put,05/29/26
"7,330.00",-3.30%,0.30,0.35,0.40,0.40,-0.70,-63.64%,854,502,-64,19.47%,-0.0095,Put,05/29/26
"7,335.00",-3.23%,0.30,0.35,0.40,0.40,-0.75,-65.22%,"1,001",414,+40,19.13%,-0.0096,Put,05/29/26
"7,340.00",-3.17%,0.30,0.38,0.45,0.45,-0.75,-62.50%,729,522,-21,18.95%,-0.0103,Put,05/29/26
"7,345.00",-3.10%,0.35,0.40,0.45,0.48,-0.82,-63.08%,"1,093",566,+231,18.76%,-0.0110,Put,05/29/26
"7,350.00",-3.04%,0.35,0.40,0.45,0.50,-0.90,-64.29%,"14,911","2,823","+1,940",18.40%,-0.0112,Put,05/29/26
"7,355.00",-2.97%,0.35,0.40,0.45,0.50,-0.83,-62.41%,"1,130",256,+55,18.05%,-0.0114,Put,05/29/26
"7,360.00",-2.90%,0.40,0.45,0.50,0.50,-1.00,-66.67%,952,492,+150,17.98%,-0.0128,Put,05/29/26
"7,365.00",-2.84%,0.40,0.45,0.50,0.55,-1.10,-66.67%,"1,916",201,+64,17.62%,-0.0130,Put,05/29/26
"7,370.00",-2.77%,0.40,0.48,0.55,0.55,-1.00,-64.52%,542,"1,293",+15,17.40%,-0.0138,Put,05/29/26
"7,375.00",-2.71%,0.45,0.50,0.55,0.55,-1.20,-68.57%,"10,607","1,454",+65,17.16%,-0.0146,Put,05/29/26
"7,380.00",-2.64%,0.45,0.53,0.60,0.60,-1.15,-65.71%,"5,851",394,+115,16.91%,-0.0155,Put,05/29/26
"7,385.00",-2.57%,0.50,0.55,0.60,0.65,-1.25,-65.79%,"1,873",856,+286,16.65%,-0.0164,Put,05/29/26
"7,390.00",-2.51%,0.50,0.55,0.60,0.65,-1.30,-66.67%,799,388,+33,16.29%,-0.0167,Put,05/29/26
"7,395.00",-2.44%,0.55,0.58,0.60,0.75,-1.30,-63.41%,"1,983",260,-18,16.02%,-0.0176,Put,05/29/26
"7,400.00",-2.38%,0.60,0.65,0.70,0.75,-1.45,-65.91%,"6,276","4,149","+1,469",15.94%,-0.0197,Put,05/29/26
"7,405.00",-2.31%,0.65,0.70,0.75,0.80,-1.50,-65.22%,916,417,+18,15.74%,-0.0213,Put,05/29/26
"7,410.00",-2.24%,0.70,0.75,0.80,0.85,-1.65,-66.00%,863,392,+55,15.52%,-0.0229,Put,05/29/26
"7,415.00",-2.18%,0.75,0.80,0.85,0.85,-1.65,-66.00%,"2,091",219,+35,15.29%,-0.0246,Put,05/29/26
"7,420.00",-2.11%,0.80,0.85,0.90,0.90,-1.88,-67.63%,"2,438",339,+49,15.05%,-0.0263,Put,05/29/26
"7,425.00",-2.05%,0.85,0.90,0.95,1.05,-1.87,-64.04%,"4,699","2,250","+1,072",14.80%,-0.0281,Put,05/29/26
"7,430.00",-1.98%,0.90,0.98,1.05,1.07,-1.93,-64.33%,"2,339",488,+147,14.60%,-0.0305,Put,05/29/26
"7,435.00",-1.91%,1.00,1.08,1.15,1.15,-2.13,-64.94%,"1,884",387,+59,14.44%,-0.0336,Put,05/29/26
"7,440.00",-1.85%,1.10,1.15,1.20,1.22,-2.33,-65.63%,"2,206",397,+11,14.20%,-0.0362,Put,05/29/26
"7,445.00",-1.78%,1.15,1.23,1.30,1.40,-2.34,-62.57%,"1,628",265,+50,13.94%,-0.0388,Put,05/29/26
"7,450.00",-1.72%,1.30,1.38,1.45,1.36,-2.69,-66.42%,"4,828","1,114",+307,13.82%,-0.0432,Put,05/29/26
"7,455.00",-1.65%,1.40,1.48,1.55,1.55,-2.72,-63.70%,"2,436",356,+91,13.58%,-0.0467,Put,05/29/26
"7,460.00",-1.58%,1.55,1.63,1.70,1.60,-2.97,-64.99%,"2,436",332,+127,13.41%,-0.0513,Put,05/29/26
"7,465.00",-1.52%,1.70,1.78,1.85,1.85,-3.05,-62.24%,"4,200",268,+76,13.20%,-0.0561,Put,05/29/26
"7,470.00",-1.45%,1.85,1.93,2.00,2.00,-3.50,-63.64%,"4,976",217,+110,12.98%,-0.0610,Put,05/29/26
"7,475.00",-1.39%,2.05,2.15,2.25,2.22,-3.48,-61.05%,"5,314","1,863","+1,351",12.83%,-0.0677,Put,05/29/26
"7,480.00",-1.32%,2.30,2.38,2.45,2.49,-3.61,-59.18%,"4,244",400,+238,12.65%,-0.0745,Put,05/29/26
"7,485.00",-1.25%,2.55,2.63,2.70,2.55,-4.07,-61.48%,"1,951",917,+594,12.47%,-0.0821,Put,05/29/26
"7,490.00",-1.19%,2.85,2.93,3.00,2.95,-4.20,-58.74%,"1,954",213,+111,12.32%,-0.0908,Put,05/29/26
"7,495.00",-1.12%,3.10,3.25,3.40,3.30,-4.37,-56.98%,"2,467",240,+132,12.15%,-0.1003,Put,05/29/26
"7,500.00",-1.06%,3.50,3.60,3.70,3.40,-4.88,-58.94%,"6,294","1,653",+954,11.97%,-0.1105,Put,05/29/26
"7,505.00",-0.99%,4.00,4.05,4.10,3.79,-5.12,-57.46%,"1,960",186,+30,11.84%,-0.1229,Put,05/29/26
"7,510.00",-0.92%,4.30,4.45,4.60,4.40,-5.40,-55.10%,"2,478",668,+503,11.62%,-0.1347,Put,05/29/26
"7,515.00",-0.86%,4.90,5.05,5.20,4.65,-6.17,-57.02%,"2,069",319,+74,11.53%,-0.1502,Put,05/29/26
"7,520.00",-0.79%,5.50,5.65,5.80,5.15,-6.42,-55.49%,"4,308",184,+56,11.38%,-0.1661,Put,05/29/26
"7,525.00",-0.73%,6.20,6.30,6.40,6.00,-6.40,-51.61%,"6,840",367,+35,11.22%,-0.1831,Put,05/29/26
"7,530.00",-0.66%,6.90,7.05,7.20,6.50,-7.13,-52.31%,"3,012",274,+92,11.07%,-0.2021,Put,05/29/26
"7,535.00",-0.59%,7.80,7.95,8.10,7.00,-7.78,-52.64%,"1,841",259,+16,10.97%,-0.2235,Put,05/29/26
"7,540.00",-0.53%,8.70,8.85,9.00,8.03,-8.56,-51.60%,"3,623",525,+414,10.80%,-0.2455,Put,05/29/26
"7,545.00",-0.46%,9.80,9.95,10.10,8.98,-9.72,-51.98%,"3,675",117,+56,10.69%,-0.2704,Put,05/29/26
"7,550.00",-0.40%,11.00,11.15,11.30,10.30,-8.70,-45.79%,"10,717","2,740","+2,251",10.57%,-0.2967,Put,05/29/26
